date,home_team,away_team,neutral,match_id,stage,group,venue_city,competition,home_gf12,home_ga12,home_pts12,home_prev_matches,away_gf12,away_ga12,away_pts12,away_prev_matches,fifa_home,fifa_away,diff_fifa,elo_home,elo_away,diff_elo,h2h,home_advantage,matchday_group,home_points_group,home_goal_diff_group,home_goals_for_group,home_goals_against_group,home_matches_played_group,home_position_group,home_possible_best_position,home_possible_worst_position,home_qualify_rate,home_first_place_rate,home_qualify_rate_if_win,home_qualify_rate_if_draw,home_qualify_rate_if_loss,home_first_rate_if_win,home_first_rate_if_draw,home_first_rate_if_loss,home_already_qualified,home_eliminated,home_must_win,home_need_goal_difference,home_rotation_risk,home_playing_for_first,home_risk_drop_to_third,home_needs_result,home_context_note,away_points_group,away_goal_diff_group,away_goals_for_group,away_goals_against_group,away_matches_played_group,away_position_group,away_possible_best_position,away_possible_worst_position,away_qualify_rate,away_first_place_rate,away_qualify_rate_if_win,away_qualify_rate_if_draw,away_qualify_rate_if_loss,away_first_rate_if_win,away_first_rate_if_draw,away_first_rate_if_loss,away_already_qualified,away_eliminated,away_must_win,away_need_goal_difference,away_rotation_risk,away_playing_for_first,away_risk_drop_to_third,away_needs_result,away_context_note
2026-06-14,Netherlands,Japan,1,10,Group Stage,F,"Arlington, Texas",FIFA World Cup 2026,2.919511571649839,0.7712118144944724,2.1426432353457767,12,2.3785867141117807,0.708458424255731,2.300103882988842,12,1749.2,1665.94,83.25999999999999,1944,1910,34,1.0,0,1,0,0,0,0,0,2,1,4,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-14,Sweden,Tunisia,1,12,Group Stage,F,"Guadalupe, Mexico",FIFA World Cup 2026,1.8118824020957471,1.7097169462356512,1.5376088105079544,12,1.912573929753951,1.1075095557476824,1.537057972922107,12,1533.19,1453.0,80.19000000000005,1755,1585,170,0.0,0,1,0,0,0,0,0,3,1,4,0.5556,0.1111,1.0,0.6667,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-20,Netherlands,Sweden,1,33,Group Stage,F,Houston,FIFA World Cup 2026,2.6924634564974936,1.0560680973253085,1.8738886605018676,12,2.3604555606731537,1.5792812390025222,1.8048597678623808,12,1749.2,1533.19,216.01,1944,1755,189,0.1902410335075528,0,2,1,0,2,2,1,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,3,4,5,1,1,1,1,3,0.8889,0.6667,1.0,1.0,0.6667,1.0,1.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-21,Tunisia,Japan,1,36,Group Stage,F,"Guadalupe, Mexico",FIFA World Cup 2026,1.3480043809092892,2.1668581109177047,0.9188683131974268,12,2.464357588731138,0.8212116583506824,2.2119495857637004,12,1453.0,1665.94,-212.94000000000003,1585,1910,-325,-0.4665202212372023,0,2,0,-4,1,5,1,4,2,4,0.2222,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion,1,0,2,2,1,2,1,4,0.5556,0.1111,1.0,0.6667,0.0,0.3333,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-25,Japan,Sweden,1,57,Group Stage,F,"Arlington, Texas",FIFA World Cup 2026,2.464357588731138,0.8212116583506824,2.2119495857637004,12,2.0752660687774416,2.29582766459756,1.4201057627153946,12,1665.94,1533.19,132.75,1910,1755,155,-0.5405405405405405,0,3,1,0,2,2,1,3,2,4,0.3333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,Necesita ganar y cuidar diferencia de goles,3,0,6,6,2,2,1,3,0.6667,0.2222,1.0,1.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-25,Tunisia,Netherlands,1,58,Group Stage,F,"Kansas City, Missouri",FIFA World Cup 2026,1.3480043809092892,2.1668581109177047,0.9188683131974268,12,3.1805735313239683,1.0466384553488433,2.113292301100244,12,1453.0,1749.2,-296.20000000000005,1585,1944,-359,0.0,0,3,0,-4,1,5,1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2,4,4,7,3,2,1,1,2,1.0,0.7778,1.0,1.0,1.0,1.0,0.6667,0.6667,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar
2026-06-15,Belgium,Egypt,1,14,Group Stage,G,Seattle,FIFA World Cup 2026,3.0001209122733603,0.9896279871496768,1.9661518948618413,12,0.985610713239228,0.9256578730577604,1.4622741097509038,12,1733.93,1570.67,163.26,1879,1711,168,0.0,0,1,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,2,1,4,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-15,Iran,New Zealand,1,16,Group Stage,G,"Inglewood, California",FIFA World Cup 2026,1.2584058058405283,0.5738445743988971,1.6921379058937451,12,2.156937906484525,1.2877455972726646,1.4265322840463204,12,1605.12,1290.04,315.0799999999999,1756,1578,178,0.0,0,1,0,0,0,0,0,3,1,4,0.5556,0.1111,1.0,0.6667,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-21,Belgium,Iran,1,38,Group Stage,G,"Inglewood, California",FIFA World Cup 2026,2.6703041619838745,0.99151011274148,1.8239611701939349,12,1.38840774110764,0.8255450696272248,1.547302329771683,12,1733.93,1605.12,128.81000000000017,1879,1756,123,0.0,0,2,1,0,1,1,1,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,1,0,2,2,1,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-21,New Zealand,Egypt,1,40,Group Stage,G,"Vancouver, Canada",FIFA World Cup 2026,2.1109949015826324,1.4515643247368597,1.314304603442565,12,1.012399617882457,0.914841907508927,1.4032567020266522,12,1290.04,1570.67,-280.6300000000001,1578,1711,-133,-1.0,0,2,1,0,2,2,1,2,1,4,0.6667,0.2222,1.0,1.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,1,0,1,1,1,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-26,Egypt,Iran,1,65,Group Stage,G,Seattle,FIFA World Cup 2026,1.3212663531708195,0.9260366257547076,1.6607421204798556,12,1.0998562678005517,0.6683169238075855,1.3948185007999798,12,1570.67,1605.12,-34.44999999999982,1711,1756,-45,0.0,0,3,4,2,4,2,2,1,1,3,0.8889,0.6667,1.0,1.0,0.6667,1.0,1.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,2,0,2,2,2,2,1,3,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,1,1,0,1,1,1,Necesita ganar y cuidar diferencia de goles
2026-06-26,New Zealand,Belgium,1,66,Group Stage,G,"Vancouver, Canada",FIFA World Cup 2026,1.8855128328499648,1.7695340309469905,1.036501617469257,12,2.1754001155096145,0.782902534195681,1.696096186185274,12,1290.04,1733.93,-443.8900000000001,1578,1879,-301,0.0,0,3,1,-2,3,5,2,4,2,4,0.2222,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,Necesita ganar y cuidar diferencia de goles,2,0,1,1,2,3,2,4,0.4444,0.0,1.0,0.3333,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,Necesita ganar y cuidar diferencia de goles
2026-06-15,Spain,Cape Verde,1,13,Group Stage,H,Atlanta,FIFA World Cup 2026,3.232680755773457,1.1678626026648828,2.274859462768591,12,1.3574138503700053,1.2891336822543389,1.3095538412616,12,1856.03,1389.79,466.24,2129,1606,523,0.0,0,1,0,0,0,0,0,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-15,Saudi Arabia,Uruguay,1,15,Group Stage,H,"Miami Gardens, Florida",FIFA World Cup 2026,0.9825766224896556,1.0459214011623852,1.3097275017592216,12,0.9347920966732864,0.5466104434374556,1.4138456548620402,12,1435.0,1661.95,-226.95000000000005,1598,1870,-272,-1.0,0,1,0,0,0,0,0,2,1,4,0.6667,0.2222,1.0,1.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-21,Spain,Saudi Arabia,1,37,Group Stage,H,Atlanta,FIFA World Cup 2026,2.7364398346074235,0.9810508279125104,2.046260456535813,12,0.98562032418858,1.0100689595677652,1.2834513939723902,12,1856.03,1435.0,421.03,2129,1598,531,1.0,0,2,1,0,0,0,1,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,1,0,1,1,1,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-21,Uruguay,Cape Verde,1,39,Group Stage,H,"Miami Gardens, Florida",FIFA World Cup 2026,0.968535616918726,0.6353373136158013,1.355227169753812,12,1.0571840625411475,1.0026228985926704,1.247357590791868,12,1661.95,1389.79,272.1600000000001,1870,1606,264,0.0,0,2,1,0,1,1,1,2,1,4,0.6667,0.2222,1.0,1.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,1,0,0,0,1,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-26,Cape Verde,Saudi Arabia,1,63,Group Stage,H,Houston,FIFA World Cup 2026,1.2647529079185935,1.199975856744346,1.223275497049859,12,0.7738251922171108,1.6728666687428373,0.9719837891780484,12,1389.79,1435.0,-45.21000000000004,1606,1598,8,0.0,0,3,2,0,2,2,2,3,2,4,0.4444,0.0,1.0,0.3333,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,Necesita ganar y cuidar diferencia de goles,1,-4,1,5,2,4,2,4,0.2222,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,1,Necesita ganar y cuidar diferencia de goles
2026-06-26,Uruguay,Spain,1,64,Group Stage,H,"Zapopan, Mexico",FIFA World Cup 2026,1.160499251823624,0.873468790305198,1.3060070158449262,12,2.944708355785946,0.7853916403485608,2.182515614535052,12,1661.95,1856.03,-194.07999999999996,1870,2129,-259,-0.3887269193391642,0,3,2,0,3,3,2,2,1,3,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,1,1,0,1,1,1,Necesita ganar y cuidar diferencia de goles,4,4,4,0,2,1,1,3,0.8889,0.6667,1.0,1.0,0.6667,1.0,1.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-16,France,Senegal,1,17,Group Stage,I,"East Rutherford, New Jersey",FIFA World Cup 2026,2.5820943355938417,0.9633420008309752,2.345092945765742,12,1.6363770621799258,0.9186991156634334,2.17405964658434,12,1887.11,1667.66,219.44999999999985,2063,1860,203,-1.0,0,1,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-16,Iraq,Norway,1,18,Group Stage,I,"Foxborough, Massachusetts",FIFA World Cup 2026,1.0983698837515317,0.8844540829729872,1.838670690871189,12,4.291030995610301,0.8136067454035105,2.875246842171939,12,1426.53,1577.18,-150.6500000000001,1607,1914,-307,0.0,0,1,0,0,0,0,0,2,1,4,0.6667,0.2222,1.0,1.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-22,France,Iraq,1,42,Group Stage,I,Philadelphia,FIFA World Cup 2026,2.7230290115391127,0.9923062226465644,2.505090625292944,12,1.0810450971897605,1.5326632758669425,1.4402189801570482,12,1887.11,1426.53,460.5799999999999,2063,1607,456,0.0,0,2,3,2,3,1,1,2,1,2,1.0,0.3333,1.0,1.0,1.0,0.6667,0.3333,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar,0,-3,1,4,1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion
2026-06-22,Norway,Senegal,1,43,Group Stage,I,"East Rutherford, New Jersey",FIFA World Cup 2026,4.271512718986253,0.8697104341780978,2.89500721039906,12,1.48810661384355,1.3984064996742387,1.6755515477754743,12,1577.18,1667.66,-90.48000000000002,1914,1860,54,0.0,0,2,3,3,4,1,1,1,1,2,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,0.3333,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar,0,-2,1,3,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion
2026-06-26,Norway,France,1,61,Group Stage,I,"Foxborough, Massachusetts",FIFA World Cup 2026,4.100132971463572,0.9869796249001872,3.0000000000000004,12,2.762341318835327,0.8223941558524803,2.5753363558309226,12,1577.18,1887.11,-309.92999999999984,1914,2063,-149,-0.3291390171146375,0,3,3,3,4,1,1,2,2,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,Puede rotar: clasificacion muy segura,6,5,6,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,Puede rotar: clasificacion muy segura
2026-06-26,Senegal,Iraq,1,62,Group Stage,I,Toronto,FIFA World Cup 2026,1.5718075957599869,1.717448628676633,1.344416351428249,12,0.822591805251989,1.871092568565136,1.0900846166520417,12,1667.66,1426.53,241.1300000000001,1860,1607,253,0.0,0,3,0,-2,1,3,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2,0,-6,1,7,2,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2
2026-06-16,Argentina,Algeria,1,19,Group Stage,J,"Kansas City, Missouri",FIFA World Cup 2026,1.6710095403499334,0.638756209965649,1.844276949101922,12,1.464793063300018,0.6913406379409939,2.088566318825693,12,1889.06,1559.24,329.81999999999994,2115,1772,343,0.0,0,1,0,0,0,0,0,2,1,4,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-17,Austria,Jordan,1,20,Group Stage,J,"Santa Clara, California",FIFA World Cup 2026,2.029447415977865,0.7910382015313137,2.004866956973141,12,1.6351998060284498,1.3688444303208422,1.605087320098489,12,1612.86,1372.29,240.56999999999996,1830,1680,150,1.0,0,1,0,0,0,0,0,3,1,4,0.5556,0.1111,1.0,0.6667,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-22,Argentina,Austria,1,41,Group Stage,J,"Arlington, Texas",FIFA World Cup 2026,1.8720874861511108,0.5421115834861956,2.019139315721804,12,2.241005646711121,0.8244842142274632,2.2203594874203825,12,1889.06,1612.86,276.20000000000005,2115,1830,285,0.0,0,2,3,3,3,0,1,1,1,2,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar,3,2,3,1,1,2,1,2,1.0,0.3333,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar
2026-06-22,Jordan,Algeria,1,44,Group Stage,J,"Santa Clara, California",FIFA World Cup 2026,1.5283035280698003,1.679742996396976,1.3167733385339546,12,1.1626980512199878,1.2343560980955508,1.6355314036887438,12,1372.29,1559.24,-186.95000000000005,1680,1772,-92,-1.0,0,2,0,-2,1,3,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion,0,-3,0,3,1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion
2026-06-27,Algeria,Austria,1,71,Group Stage,J,"Kansas City, Missouri",FIFA World Cup 2026,1.2749945028784655,1.213307194582003,1.8420249284270276,12,1.737068616062427,1.101724445739404,1.7208151951704895,12,1559.24,1612.86,-53.61999999999989,1772,1830,-58,-1.0,0,3,0,-3,0,3,1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2,3,0,3,3,2,2,2,2,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,Puede rotar: clasificacion muy segura
2026-06-27,Jordan,Argentina,1,72,Group Stage,J,"Arlington, Texas",FIFA World Cup 2026,1.4041751586287392,1.7506872266266955,1.0475944510206023,12,1.918803473281616,0.4049477124776273,2.250501227246597,12,1372.29,1889.06,-516.77,1680,2115,-435,0.0,0,3,0,-2,1,3,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2,6,5,5,0,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0,0,Puede rotar: clasificacion muy segura
2026-06-17,Portugal,DR Congo,1,21,Group Stage,K,Houston,FIFA World Cup 2026,3.000229835003208,1.338019736626063,1.9189977587054865,12,1.17427751725151,0.5607979861110977,1.905882409437784,12,1755.09,1487.18,267.90999999999985,1989,1652,337,0.0,0,1,0,0,0,0,0,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,2,1,4,0.6667,0.2222,1.0,1.0,0.0,0.6667,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-17,Uzbekistan,Colombia,1,24,Group Stage,K,Mexico City,FIFA World Cup 2026,1.254098806434639,0.4021165056484269,1.876767155091036,12,2.205030743303744,1.3548154910107726,1.5095361187073533,12,1444.48,1712.6,-268.1199999999999,1714,1982,-268,0.0,0,1,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-23,Portugal,Uzbekistan,1,45,Group Stage,K,Houston,FIFA World Cup 2026,2.5935316327208944,1.2867990618830856,1.7279404711969957,12,1.2365335878829171,0.938012219609887,1.5210757781649846,12,1755.09,1444.48,310.6099999999999,1989,1714,275,0.0,0,2,1,0,1,1,1,3,2,4,0.4444,0.0,1.0,0.3333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,-2,1,3,1,4,2,4,0.2222,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion
2026-06-23,Colombia,DR Congo,1,48,Group Stage,K,"Zapopan, Mexico",FIFA World Cup 2026,2.364462163486563,1.304762191275591,1.7670799431991322,12,1.1205211065377585,0.6654719788681731,1.6912531729621385,12,1712.6,1487.18,225.41999999999985,1982,1652,330,0.0,0,2,3,2,3,1,1,1,1,3,0.8889,0.6667,1.0,1.0,0.6667,1.0,1.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar,1,0,1,1,1,2,1,3,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
2026-06-27,Colombia,Portugal,1,69,Group Stage,K,"Miami Gardens, Florida",FIFA World Cup 2026,2.1417801219270105,1.0904676758080931,1.9402986024857964,12,3.057080559008824,1.0719044240123126,1.9696600572571736,12,1712.6,1755.09,-42.49000000000001,1982,1989,-7,0.0,0,3,6,3,4,1,2,1,1,2,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar,4,5,6,1,2,2,1,2,1.0,0.3333,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar
2026-06-27,DR Congo,Uzbekistan,1,70,Group Stage,K,Atlanta,FIFA World Cup 2026,0.8510219639995935,0.7267441777266967,1.3332847510120625,12,0.9941284315534936,1.7724612771110686,1.1835164726552336,12,1487.18,1444.48,42.700000000000045,1652,1714,-62,0.0,0,3,1,-1,1,2,2,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2,0,-7,1,8,2,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2
2026-06-17,England,Croatia,1,22,Group Stage,L,"Arlington, Texas",FIFA World Cup 2026,2.9020487492696687,0.1027624360112325,2.899634298754989,12,2.408375109840654,0.7843288606599932,2.3407836825352755,12,1847.68,1695.21,152.47000000000003,2024,1912,112,0.3467704958562613,0,1,0,0,0,0,0,2,1,4,0.4444,0.3333,1.0,0.3333,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,1,1,4,0.6667,0.4444,1.0,1.0,0.0,1.0,0.3333,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-17,Ghana,Panama,1,23,Group Stage,L,Toronto,FIFA World Cup 2026,1.6348526101579397,0.8458073042587569,1.6821744961443614,12,2.020594645446641,0.7335180140512819,2.2839137408879475,12,1380.71,1505.33,-124.61999999999988,1510,1730,-220,0.0,0,1,0,0,0,0,0,3,1,4,0.5556,0.1111,1.0,0.6667,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse,0,0,0,0,0,4,1,4,0.3333,0.1111,1.0,0.0,0.0,0.3333,0.0,0.0,0,0,0,0,0,0,1,1,Necesita resultado para no complicarse
2026-06-23,England,Ghana,1,46,Group Stage,L,"Foxborough, Massachusetts",FIFA World Cup 2026,3.193668809063067,0.4664956050630308,3.000000000000001,12,1.5438922857354456,0.6519509230965798,1.9816832510645608,12,1847.68,1380.71,466.97,2024,1510,514,0.0,0,2,3,2,4,2,1,1,1,2,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar,3,1,1,0,1,2,1,2,1.0,0.3333,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar
2026-06-23,Panama,Croatia,1,47,Group Stage,L,Toronto,FIFA World Cup 2026,1.6311423880253342,0.7981521368922532,1.8303805446622328,12,2.378649880687992,1.5323397169529085,1.8561471115341877,12,1505.33,1695.21,-189.8800000000001,1730,1912,-182,0.0,0,2,0,-1,0,1,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion,0,-2,2,4,1,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,Necesita ganar para mejorar clasificacion
2026-06-27,Panama,England,1,67,Group Stage,L,"East Rutherford, New Jersey",FIFA World Cup 2026,1.2397764961599331,0.85966488078719,1.3988352358473848,12,2.631402532290601,0.3705768926942346,2.64491005520964,12,1505.33,1847.68,-342.35000000000014,1730,2024,-294,-1.0,0,3,0,-2,0,2,2,4,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,Sin opcion clara de top 2,4,2,4,2,2,1,1,2,1.0,0.4444,1.0,1.0,1.0,1.0,0.3333,0.0,1,0,0,0,0,1,0,1,Necesita resultado y pelea el primer lugar
2026-06-27,Croatia,Ghana,1,68,Group Stage,L,Philadelphia,FIFA World Cup 2026,2.161015441447722,1.2590588578395236,2.099486079771637,12,1.2031047940489987,0.4951780297511854,1.779154187261155,12,1695.21,1380.71,314.5,1912,1510,402,0.0,0,3,3,-1,3,4,2,3,1,4,0.3333,0.2222,1.0,0.0,0.0,0.6667,0.0,0.0,0,0,1,1,0,1,1,1,Necesita ganar y cuidar diferencia de goles,4,1,1,0,2,2,1,3,0.6667,0.3333,1.0,1.0,0.0,0.6667,0.3333,0.0,0,0,0,0,0,1,1,1,Necesita resultado y pelea el primer lugar
