match_id,modelo,modelo_ganador_global,date,stage,group,home_team,away_team,lambda_home,lambda_away,factor_contexto_home,factor_contexto_away,prob_home_win,prob_draw,prob_away_win,prob_home_win_percent,prob_draw_percent,prob_away_win_percent,predicted_class
35,Regresion Lineal,True,2026-06-20,Group Stage,E,Ecuador,Curacao,3.2788275302284005,0.3836019901337185,1.1550000000000002,1.1550000000000002,0.9064917928034028,0.0753117063184057,0.018196500878191395,90.64917928034028,7.53117063184057,1.8196500878191395,H
36,Regresion Lineal,True,2026-06-21,Group Stage,F,Tunisia,Japan,0.8923926460605323,2.4703276352331707,1.1550000000000002,1.1355750000000002,0.10986065684035227,0.1773618063224253,0.7127775368372224,10.986065684035227,17.73618063224253,71.27775368372224,A
37,Regresion Lineal,True,2026-06-21,Group Stage,H,Spain,Saudi Arabia,3.2680307135352744,0.46362924981739495,1.1355750000000002,1.1355750000000002,0.8931394640646002,0.08288657038910312,0.02397396554629666,89.31394640646002,8.288657038910312,2.3973965546296663,H
38,Regresion Lineal,True,2026-06-21,Group Stage,G,Belgium,Iran,2.198895637600265,1.1742965990428418,1.1355750000000002,1.1355750000000002,0.5989190099941438,0.21353431080883856,0.18754667919701756,59.89190099941438,21.353431080883855,18.754667919701756,H
39,Regresion Lineal,True,2026-06-21,Group Stage,H,Uruguay,Cape Verde,2.0873077634274417,0.635114782497473,1.1355750000000002,1.1355750000000002,0.7056731219512897,0.20033353680098173,0.09399334124772855,70.56731219512898,20.033353680098173,9.399334124772855,H
40,Regresion Lineal,True,2026-06-21,Group Stage,G,New Zealand,Egypt,0.7589016201857339,2.086365100620235,1.1355750000000002,1.1355750000000002,0.11721975532517301,0.20844165850735327,0.6743385861674734,11.7219755325173,20.844165850735326,67.43385861674734,A
41,Regresion Lineal,True,2026-06-22,Group Stage,J,Argentina,Austria,2.3615108184976883,0.8564771619896944,1.0815000000000001,1.0815000000000001,0.7022118986743652,0.1855186358822535,0.11226946544338146,70.22118986743652,18.551863588225352,11.226946544338146,H
42,Regresion Lineal,True,2026-06-22,Group Stage,I,France,Iraq,3.166841037658773,0.6265238864420852,1.0815000000000001,1.1550000000000002,0.8572783358692136,0.10260530882513287,0.040116355305653446,85.72783358692136,10.260530882513287,4.011635530565345,H
43,Regresion Lineal,True,2026-06-22,Group Stage,I,Norway,Senegal,2.2000405120932887,1.6604827368934088,1.0815000000000001,1.1550000000000002,0.4962669967997319,0.2167389951634092,0.2869940080368587,49.62669967997319,21.67389951634092,28.69940080368587,H
44,Regresion Lineal,True,2026-06-22,Group Stage,J,Jordan,Algeria,1.0086700691241295,2.0508194260321093,1.1550000000000002,1.1550000000000002,0.1706992831362463,0.22288519157779965,0.6064155252859541,17.06992831362463,22.288519157779966,60.64155252859541,A
45,Regresion Lineal,True,2026-06-23,Group Stage,K,Portugal,Uzbekistan,2.6585614222994867,0.9523257730269801,1.1025,1.1550000000000002,0.7302148417344575,0.16432497844667995,0.10546017981886262,73.02148417344576,16.432497844667996,10.546017981886262,H
46,Regresion Lineal,True,2026-06-23,Group Stage,L,England,Ghana,3.017896070216828,0.5434417905562422,1.0815000000000001,1.0815000000000001,0.8574107989315594,0.1058094135662655,0.03677978750217516,85.74107989315594,10.58094135662655,3.6779787502175156,H
47,Regresion Lineal,True,2026-06-23,Group Stage,L,Panama,Croatia,1.3260837109879213,1.8737815235045288,1.1550000000000002,1.1550000000000002,0.26354936710176796,0.24159893768031138,0.49485169521792055,26.354936710176798,24.15989376803114,49.48516952179205,A
48,Regresion Lineal,True,2026-06-23,Group Stage,K,Colombia,DR Congo,2.35696949700278,1.0662408074607972,1.1355750000000002,1.1355750000000002,0.6538613102164188,0.1961770707239833,0.14996161905959798,65.38613102164189,19.61770707239833,14.996161905959799,H
49,Regresion Lineal,True,2026-06-24,Group Stage,B,Switzerland,Canada,1.799694938691098,1.483657716864525,1.0815000000000001,1.0815000000000001,0.4444250111726215,0.24405940628464742,0.31151558254273104,44.442501117262154,24.40594062846474,31.151558254273105,H
50,Regresion Lineal,True,2026-06-24,Group Stage,B,Bosnia and Herzegovina,Qatar,1.7283128621553756,1.3702471098299815,1.05,1.05,0.45136236818982456,0.25168513377844576,0.2969524980317296,45.136236818982454,25.168513377844576,29.695249803172956,H
51,Regresion Lineal,True,2026-06-24,Group Stage,C,Scotland,Brazil,0.6487596792384727,2.139473271000448,1.2491325000000004,1.1355750000000002,0.09270549210983077,0.19529828529818655,0.7119962225919826,9.270549210983077,19.529828529818655,71.19962225919826,A
52,Regresion Lineal,True,2026-06-24,Group Stage,C,Morocco,Haiti,2.82732779455401,0.21546499801359992,1.1355750000000002,1.05,0.9007297080244467,0.0863710659321106,0.012899226043442557,90.07297080244467,8.63710659321106,1.2899226043442558,H
53,Regresion Lineal,True,2026-06-24,Group Stage,A,Czech Republic,Mexico,1.4724416884163054,1.147250303547419,1.2127500000000002,0.9,0.43641621290024,0.27834447266718537,0.2852393144325745,43.641621290024005,27.834447266718538,28.52393144325745,H
54,Regresion Lineal,True,2026-06-24,Group Stage,A,South Africa,South Korea,0.8404498552366617,1.9146003919828947,1.2127500000000002,1.2127500000000002,0.15014713478469732,0.2316967294050999,0.6181561358102028,15.014713478469732,23.16967294050999,61.81561358102028,A
55,Regresion Lineal,True,2026-06-25,Group Stage,E,Ecuador,Germany,0.754339896522136,1.5753629090673138,1.2127500000000002,0.9,0.1689900202057228,0.27074821791402176,0.5602617618802557,16.89900202057228,27.074821791402176,56.026176188025566,A
56,Regresion Lineal,True,2026-06-25,Group Stage,E,Curacao,Ivory Coast,0.6524870793742519,2.7542118353984337,1.2127500000000002,1.1025,0.05832517180843424,0.13530699446317493,0.8063678337283909,5.832517180843424,13.530699446317493,80.63678337283909,A
57,Regresion Lineal,True,2026-06-25,Group Stage,F,Japan,Sweden,2.7910704367461814,1.392504369969834,1.2127500000000002,1.1355750000000002,0.6613150263028332,0.17390083021903308,0.16478414347813364,66.13150263028332,17.39008302190331,16.478414347813363,H
58,Regresion Lineal,True,2026-06-25,Group Stage,F,Tunisia,Netherlands,0.7362369872145664,2.6605179473666327,1.05,1.0815000000000001,0.07388179279860428,0.14984990653205862,0.7762683006693372,7.388179279860428,14.984990653205863,77.62683006693372,A
59,Regresion Lineal,True,2026-06-25,Group Stage,D,Turkey,United States,1.3927548781336847,1.3019242899688892,1.05,0.9,0.3820521339384064,0.2777742272873783,0.3401736387742151,38.205213393840644,27.77742272873783,34.01736387742151,H
60,Regresion Lineal,True,2026-06-25,Group Stage,D,Paraguay,Australia,1.0391037296961934,1.333867765549599,1.05,0.9,0.28076609990414814,0.2953463843529983,0.4238875157428535,28.076609990414813,29.534638435299833,42.38875157428535,A
61,Regresion Lineal,True,2026-06-26,Group Stage,I,Norway,France,1.1575629593751253,1.9388505769030688,0.9,0.9,0.21641787711714933,0.23627297372578457,0.5473091491570663,21.641787711714933,23.627297372578457,54.73091491570663,A
62,Regresion Lineal,True,2026-06-26,Group Stage,I,Senegal,Iraq,2.3684907654769023,0.9973565332300645,1.05,1.05,0.6714253401415147,0.1921842602438671,0.13639039961461819,67.14253401415147,19.21842602438671,13.639039961461819,H
63,Regresion Lineal,True,2026-06-26,Group Stage,H,Cape Verde,Saudi Arabia,1.672199092723725,1.4040656448759186,1.2127500000000002,1.2127500000000002,0.43081211936089975,0.25462983372225867,0.3145580469168414,43.08121193608997,25.462983372225867,31.455804691684143,H
64,Regresion Lineal,True,2026-06-26,Group Stage,H,Uruguay,Spain,0.9242008449090766,2.048031664935808,1.2491325000000004,1.1355750000000002,0.15361177761849554,0.22036577203126648,0.6260224503502381,15.361177761849554,22.036577203126647,62.602245035023806,A
65,Regresion Lineal,True,2026-06-26,Group Stage,G,Egypt,Iran,1.1118440101725993,1.5187013858970533,1.1355750000000002,1.2491325000000004,0.26822393058043315,0.27522645974630666,0.4565496096732601,26.822393058043314,27.522645974630667,45.654960967326005,A
66,Regresion Lineal,True,2026-06-26,Group Stage,G,New Zealand,Belgium,0.4552875211375439,2.8243181927552956,1.2127500000000002,1.2127500000000002,0.033773983538915024,0.1120525957222072,0.8541734207388778,3.3773983538915022,11.20525957222072,85.41734207388778,A
67,Regresion Lineal,True,2026-06-27,Group Stage,L,Panama,England,0.2724713542064836,2.134363470315739,1.05,1.0815000000000001,0.032652086495159174,0.15907048483340916,0.8082774286714318,3.2652086495159174,15.907048483340915,80.82774286714319,A
68,Regresion Lineal,True,2026-06-27,Group Stage,L,Croatia,Ghana,2.6111703769150907,1.009245411375174,1.2491325000000004,1.1355750000000002,0.7106078713826556,0.1714614970488096,0.11793063156853492,71.06078713826555,17.146149704880962,11.793063156853492,H
69,Regresion Lineal,True,2026-06-27,Group Stage,K,Colombia,Portugal,1.5776096378082214,1.93681208517378,1.0815000000000001,1.0815000000000001,0.3101127504385588,0.23348296121597192,0.4564042883454694,31.01127504385588,23.348296121597194,45.640428834546945,A
70,Regresion Lineal,True,2026-06-27,Group Stage,K,DR Congo,Uzbekistan,1.5941624775637782,0.8837371649474942,1.05,1.05,0.5313201297215219,0.26984092899551615,0.19883894128296187,53.13201297215219,26.984092899551616,19.883894128296188,H
71,Regresion Lineal,True,2026-06-27,Group Stage,J,Algeria,Austria,0.9862170605512505,1.4930043281880416,1.05,0.9,0.2398771465559488,0.2805448631329715,0.47957799031107956,23.98771465559488,28.05448631329715,47.95779903110795,A
72,Regresion Lineal,True,2026-06-27,Group Stage,J,Jordan,Argentina,0.052500000000000005,2.036048516272555,1.05,0.9,0.00597917252854575,0.13962147802149077,0.8543993494499635,0.597917252854575,13.962147802149078,85.43993494499635,A
